Species Name,Common Name,Location,Contamination Zone,Radioactive Contamination Level (kBq/m²),Concentration (Bq/kg),Melanin,Edibility,Fungi Growth Rate,Fungi Growth Category,Committed Effective Dose (mSv/year),Years Since 2024,Estimated Birth Date,Estimated Death Date,Life and Death Cycles,Latitude,Longitude,pH Level,Soil Type
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 3,264.68,293.29,True,Edible,0.39702000000000004,Normal,0.038,10.0,2020-08-19 09:23:43,2044-10-24 19:46:29,1,51.51292576954502,29.256782853371227,5.9,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 1,3677.31,17.72,True,Unknown,5.515965,Normal,0.002,8.3,2023-08-17 20:18:53,2031-04-18 22:27:19,1,50.776075398776555,28.606818313227496,5.0,Sandy
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 3,343.79,276.6,False,Edible,1.0,Normal,0.036,25.6,2018-07-11 02:43:23,2042-02-06 23:42:49,1,50.380902000350396,28.39341938073085,7.8,Sandy
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 1,4108.61,413.74,False,Edible,1.0,Normal,0.054,1.4,2022-04-27 15:55:01,2034-05-21 04:43:44,1,51.11393142706917,29.201388433710825,4.1,Sandy
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 4,147.52,251.46,False,Edible,1.0,Normal,0.033,3.0,2022-02-25 15:20:21,2050-04-02 22:18:50,1,50.3978454934393,28.114035309084258,7.8,Sandy
Amanita muscaria,Fly Agaric,Various,Zone 4,67.45,1478.86,True,Toxic,0.10117499999999999,Normal,0.192,10.1,2016-05-05 01:26:12,2029-01-15 08:43:36,1,51.94793378504921,27.90531131768694,4.4,Loam
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 4,184.08,349.64,False,Edible,1.0,Normal,0.045,1.4,2023-08-24 23:25:58,2049-04-25 23:45:30,1,51.6572831788474,28.368535378213817,5.3,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 2,1198.03,19528.82,False,Edible,1.0,Normal,2.539,2.6,2022-03-08 07:17:16,2035-03-20 20:41:02,1,50.82606569877691,28.157861310757337,4.9,Loam
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,829.38,432.63,False,Edible,1.0,Normal,0.056,22.5,2002-12-12 16:06:13,2018-02-10 16:41:58,1,51.36623193379647,29.295551597367037,5.1,Sandy
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 3,187.22,335.7,False,Edible,1.0,Normal,0.044,13.8,2023-12-27 14:46:04,2042-04-03 09:18:14,1,50.84923603396055,27.44343096184927,7.6,Sandy
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 4,137.9,329.44,False,Edible,1.0,Normal,0.043,6.9,2017-04-23 12:50:11,2032-05-07 15:49:12,1,50.96748499306673,29.63616357793693,4.3,Sandy
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 1,2865.19,361.38,False,Edible,1.0,Normal,0.047,15.7,2018-08-11 23:56:28,2051-07-29 22:26:33,1,50.478850127029396,27.416699451898264,6.5,Sandy
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 1,3929.5,354.94,False,Edible,1.0,Normal,0.046,2.9,2022-12-15 09:46:16,2024-09-25 16:45:18,1,50.14294213705501,28.53691047036303,4.9,Loam
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 1,3935.18,648.1,False,Edible,1.0,Normal,0.084,14.7,2013-09-02 19:04:00,2046-12-04 15:34:54,1,50.200346526494364,27.117867338541004,5.4,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,2225.66,16.2,True,Unknown,3.33849,Normal,0.002,13.2,2021-11-02 14:20:22,2038-08-08 00:24:49,1,50.69440793185805,29.975817781763443,7.4,Sandy
Psathyrella candolleana,Pale Brittlestem,"Near Zalizia, Ukraine",Zone 4,74.01,227.22,False,Edible,1.0,Normal,0.03,3.4,2020-07-24 03:06:10,2042-02-21 14:17:47,1,50.92371083408978,28.50117839038826,4.1,Clay
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 3,213.48,73.38,False,Edible,1.0,Normal,0.01,3.4,2020-11-09 08:43:45,2050-08-27 07:22:18,1,51.29650909920071,29.890374980806854,7.5,Clay
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,1343.22,238.72,False,Edible,1.0,Normal,0.031,27.6,2011-06-26 20:05:25,2030-08-03 10:07:47,1,51.380967873574974,27.982275492149665,6.8,Sandy
Gyromitra esculenta,False Morel,Various,Zone 1,1928.29,683.76,True,Toxic,2.892435,Normal,0.089,1.1,2024-05-12 20:55:43,2047-05-08 19:55:03,1,50.94956315696159,28.770205669388645,6.4,Loam
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 2,1341.39,366.51,False,Edible,1.0,Normal,0.048,15.4,2009-08-02 04:57:49,2018-12-19 07:21:43,1,51.77637026194249,27.613761609900678,6.9,Clay
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 3,279.31,218.5,False,Edible,1.0,Normal,0.028,8.8,2021-11-15 03:53:38,2035-09-09 21:25:05,1,50.82783542945483,29.45164211276507,4.5,Loam
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 4,129.83,18998.54,False,Edible,1.0,Normal,2.47,20.6,2017-10-27 14:27:00,2046-04-12 08:08:06,1,50.8811774469863,29.37525808086967,6.4,Sandy
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 1,2359.1,268.52,False,Toxic,1.0,Normal,0.035,5.4,2018-12-30 10:47:51,2046-02-08 06:45:45,1,50.5321927580474,27.283228386202904,7.0,Clay
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 1,3410.74,379.22,False,Edible,1.0,Normal,0.049,27.0,2000-10-10 23:47:24,2032-05-25 23:35:04,1,51.59172552610231,29.92179181728723,7.7,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 4,98.56,10817.39,False,Edible,1.0,Normal,1.406,28.0,2006-05-16 03:07:21,2013-10-07 00:34:49,1,51.814324982035096,28.499579928152436,7.8,Clay
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 3,237.61,358.46,False,Edible,1.0,Normal,0.047,22.7,2014-09-02 15:17:21,2039-11-08 07:57:28,1,50.46800500365116,27.60748451967718,6.2,Loam
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 4,133.96,214.38,False,Edible,1.0,Normal,0.028,9.2,2018-12-14 21:41:28,2020-10-15 14:02:36,1,50.16049553806315,28.96166446694754,7.9,Sandy
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 2,840.05,547.87,False,Toxic,1.0,Normal,0.071,10.4,2020-05-26 20:47:58,2027-11-02 01:26:26,1,50.91429995166386,27.545393671716976,4.2,Clay
Gyromitra esculenta,False Morel,Various,Zone 4,99.8,731.71,True,Toxic,0.1497,Normal,0.095,10.5,2017-05-03 04:55:38,2044-08-10 01:29:17,1,51.099989898302255,27.39418923077926,6.0,Clay
Amanita muscaria,Fly Agaric,Various,Zone 3,449.31,1551.11,True,Toxic,0.6739649999999999,Normal,0.202,25.8,2024-05-11 07:34:59,2034-02-08 15:53:05,1,50.58487843876016,28.275581720545333,4.4,Sandy
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,4941.26,24.25,True,Unknown,7.411890000000001,Normal,0.003,11.1,2018-02-04 06:55:43,2028-01-11 16:47:29,1,51.62768489371133,29.68851251306915,6.2,Sandy
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 2,709.61,402.65,False,Edible,1.0,Normal,0.052,4.4,2022-03-24 19:41:22,2038-08-24 17:37:45,1,50.95455883848002,27.53419105568177,7.5,Clay
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 4,121.07,263.61,False,Edible,1.0,Normal,0.034,6.0,2023-12-11 22:10:25,2030-06-17 08:45:03,1,50.24885661105196,27.800227068075014,6.8,Loam
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 4,37.42,317.74,False,Edible,1.0,Normal,0.041,14.9,2016-11-05 10:57:55,2051-08-04 05:52:06,1,50.85864520324384,28.315508205611984,4.6,Loam
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 3,368.19,33.2,False,Edible,1.0,Normal,0.004,5.1,2018-04-17 22:56:56,2023-02-06 14:26:03,1,50.53146596525961,29.584540989193115,7.8,Loam
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 1,2938.41,625.92,False,Edible,1.0,Normal,0.081,10.4,2017-01-18 17:57:18,2039-08-21 12:23:39,1,50.044971291216704,28.577855590260718,5.5,Loam
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 2,1233.85,203.58,False,Edible,1.0,Normal,0.026,4.0,2024-12-09 23:09:53,2033-09-17 00:46:08,1,50.72759460913214,29.848929594932258,7.7,Loam
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 3,195.2,388.9,False,Toxic,1.0,Normal,0.051,3.1,2020-01-04 00:13:16,2050-06-27 15:18:27,1,50.13464674654914,28.051304094179972,7.0,Loam
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 2,1477.09,496.96,False,Edible,1.0,Normal,0.065,26.0,2015-02-05 22:23:34,2015-08-22 10:57:27,1,50.08622761125547,28.851082960331247,5.7,Sandy
Gyromitra esculenta,False Morel,Various,Zone 3,418.86,851.78,True,Toxic,0.62829,Normal,0.111,15.5,2022-09-22 20:36:49,2045-05-03 18:35:27,1,50.57441338501645,28.737722978339264,6.0,Clay
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 1,4602.06,52.0,False,Edible,1.0,Normal,0.007,8.2,2019-10-27 05:57:47,2035-01-27 11:01:43,1,50.743550898053,28.112008538595838,6.8,Loam
Gyromitra esculenta,False Morel,Various,Zone 4,71.83,545.32,True,Toxic,0.10774500000000001,Normal,0.071,16.3,2007-12-05 08:51:58,2012-04-05 19:12:41,1,51.133552601010834,28.209003136107185,7.6,Loam
Amanita muscaria,Fly Agaric,Various,Zone 1,2294.22,1215.37,True,Toxic,3.44133,Normal,0.158,24.4,2007-02-03 22:23:15,2046-07-21 12:54:17,1,51.52691781062462,27.92295449506652,7.9,Clay
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 2,1395.42,3323.3,False,Edible,1.0,Normal,0.432,22.6,2023-07-09 14:32:48,2035-02-24 17:33:39,1,51.85136028806273,27.82392746242915,4.9,Loam
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 2,983.24,361.84,False,Edible,1.0,Normal,0.047,12.7,2021-04-10 20:19:05,2039-06-25 01:36:03,1,51.91054705587953,28.01813811735026,5.7,Loam
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 1,3857.34,1307.0,True,Edible,5.78601,Normal,0.17,27.9,2020-11-08 07:44:06,2045-03-15 20:46:35,1,51.792762456883445,28.405839326968902,5.8,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,2047.12,20.57,True,Unknown,3.0706800000000003,Normal,0.003,20.9,2010-03-12 13:35:32,2044-02-15 17:54:22,1,50.69015253745284,29.04225218317491,6.5,Sandy
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 3,428.03,456.81,False,Edible,1.0,Normal,0.059,8.6,2015-05-06 18:23:23,2015-09-04 22:32:53,1,50.24408054720027,27.200689903798988,7.4,Clay
Boletus russula,Russula,"Veprin, Russia",Zone 3,256.42,13475.67,False,Edible,1.0,Normal,1.752,22.2,2021-05-06 13:17:44,2047-07-22 17:16:53,1,51.3499710018404,28.118821720051944,4.7,Sandy
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 1,2250.5,13.7,True,Unknown,3.37575,Normal,0.002,8.2,2015-01-16 02:25:36,2021-05-04 22:00:19,1,51.74927663597987,28.2621443809437,5.7,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 4,80.18,5.57,True,Unknown,0.12027,Normal,0.001,25.6,2016-03-28 22:47:51,2024-04-23 04:01:45,1,50.60667253219966,29.067288347620465,5.5,Loam
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 3,305.24,299.43,False,Edible,1.0,Normal,0.039,17.6,2008-10-19 13:23:44,2033-11-23 04:41:56,1,51.18119422543173,27.242374701562685,5.7,Loam
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 3,220.82,270.61,False,Edible,1.0,Normal,0.035,5.9,2019-03-11 23:29:07,2024-11-21 00:28:58,1,51.14844907236618,27.08789517079346,5.9,Sandy
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 2,904.16,20.21,True,Unknown,1.35624,Normal,0.003,18.0,2005-07-28 15:57:45,2011-10-05 22:20:32,1,51.89604456781478,29.698358607641175,6.6,Loam
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 3,486.51,215.47,False,Edible,1.0,Normal,0.028,20.8,2015-02-07 00:44:45,2051-09-09 08:11:54,1,51.8145116409121,28.388902427207924,5.3,Sandy
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 4,84.71,395.05,False,Edible,1.0,Normal,0.051,11.2,2016-04-25 23:10:37,2031-02-08 04:10:00,1,51.54139303401822,27.505460399462805,5.7,Loam
Boletus russula,Russula,"Veprin, Russia",Zone 4,85.24,11102.99,False,Edible,1.0,Normal,1.443,9.9,2019-08-09 15:03:02,2051-03-21 10:13:05,1,50.591440437046515,27.073700182382005,6.9,Clay
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 4,90.11,357.43,False,Edible,1.0,Normal,0.046,7.2,2019-08-01 06:26:55,2040-10-03 00:41:22,1,51.37563738728489,27.564937843762106,7.0,Loam
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 1,3516.06,359.37,False,Edible,1.0,Normal,0.047,15.5,2015-08-19 18:43:56,2020-11-12 06:31:14,1,50.2980379443882,28.25172118370181,7.3,Loam
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,1127.86,205.97,False,Edible,1.0,Normal,0.027,9.7,2022-04-22 16:01:08,2044-12-22 06:23:22,1,51.844049636287785,29.572712372924443,5.4,Loam
Boletus russula,Russula,"Veprin, Russia",Zone 2,992.14,10069.96,False,Edible,1.0,Normal,1.309,6.0,2020-11-13 14:17:31,2030-01-24 17:52:25,1,51.230164365562764,28.901564894656154,6.2,Sandy
Amanita phalloides,Death Cap,Various,Zone 3,509.91,212.36,False,Toxic,1.0,Normal,0.028,6.5,2019-11-07 16:17:29,2024-07-01 20:21:52,1,50.11634052644068,27.29174780579762,4.1,Sandy
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 3,267.06,17597.75,False,Edible,1.0,Normal,2.288,28.0,2019-10-03 02:53:58,2045-08-24 02:51:25,1,51.97267528585719,29.785694079537667,7.0,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 3,460.37,18145.18,False,Edible,1.0,Normal,2.359,19.9,2014-02-18 13:48:11,2038-11-21 04:23:43,1,51.80462315436048,28.55669221455457,7.6,Clay
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 2,903.34,19.82,True,Unknown,1.35501,Normal,0.003,5.8,2021-05-15 19:01:27,2046-04-19 16:34:14,1,51.173991511643436,27.49249217465769,7.5,Loam
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 2,1476.31,2.7,True,Unknown,2.214465,Normal,0.0,6.0,2019-09-01 17:38:19,2037-03-21 21:29:31,1,50.15259104847548,28.409591274360498,4.1,Sandy
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 4,62.06,294.57,False,Toxic,1.0,Normal,0.038,28.8,2012-12-02 09:44:03,2021-06-03 07:58:10,1,50.7306627621684,29.905034770906195,7.1,Clay
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 4,72.98,393.72,False,Edible,1.0,Normal,0.051,20.4,2013-05-07 07:52:24,2041-06-16 05:17:06,1,51.87770431637777,29.21623804361594,5.2,Sandy
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 1,3700.62,305.0,False,Edible,1.0,Normal,0.04,4.3,2022-08-19 21:16:17,2038-12-10 14:46:03,1,51.31667180826033,27.661525801550823,6.4,Clay
Amanita muscaria,Fly Agaric,Various,Zone 1,4164.18,1514.89,True,Toxic,6.24627,Normal,0.197,6.5,2022-04-03 13:32:56,2046-12-26 03:19:51,1,50.66657055946027,28.503987527152866,4.8,Sandy
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 4,144.4,11959.88,False,Edible,1.0,Normal,1.555,23.7,2011-02-12 10:58:40,2015-04-05 08:11:33,1,51.46096902134404,28.074779009667473,4.6,Loam
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 1,3950.21,20.36,True,Unknown,5.925315,Normal,0.003,21.4,2013-03-31 13:35:14,2042-10-21 07:49:15,1,51.8761509584607,27.92247453098801,6.1,Loam
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 3,237.41,351.01,False,Edible,1.0,Normal,0.046,23.2,2003-02-09 12:40:29,2049-05-23 01:54:48,1,51.77666959960911,28.344793260929947,7.3,Sandy
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 4,47.76,293.98,False,Edible,1.0,Normal,0.038,15.6,2013-06-06 01:22:23,2026-06-30 10:47:10,1,50.679158266231084,28.008629472227334,7.9,Loam
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 4,48.48,475.83,False,Edible,1.0,Normal,0.062,4.6,2021-09-09 15:36:16,2048-08-31 07:33:00,1,50.513733811052845,29.98102227846392,7.1,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 3,256.53,10.09,True,Unknown,0.384795,Normal,0.001,5.6,2018-12-15 20:40:20,2048-02-08 04:20:55,1,51.75900506264641,27.73802793346207,4.3,Sandy
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 3,336.75,432.67,False,Edible,1.0,Normal,0.056,18.3,2013-02-20 04:04:11,2014-06-22 22:47:43,1,50.65196044106362,27.22830783229251,6.1,Clay
Amanita phalloides,Death Cap,Various,Zone 3,297.39,271.69,False,Toxic,1.0,Normal,0.035,21.2,2011-06-28 15:14:19,2013-02-27 01:02:53,1,50.80042399093323,29.584173034983035,4.3,Clay
Cryptococcus neoformans,Cryptococcus,Worldwide,Zone 4,49.99,18.92,True,Unknown,0.074985,Normal,0.002,4.1,2023-08-06 16:31:38,2045-03-23 04:18:01,1,50.83055161908831,27.98194761100271,6.2,Sandy
Gyromitra esculenta,False Morel,Various,Zone 4,76.88,719.2,True,Toxic,0.11531999999999998,Normal,0.093,15.1,2008-05-28 18:23:12,2053-08-07 17:31:15,1,50.93451522518147,27.38025243592616,6.2,Sandy
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 4,78.87,338.56,False,Edible,1.0,Normal,0.044,1.6,2024-06-20 07:07:34,2033-03-13 00:47:56,1,51.90620943107577,28.275256360844242,7.4,Clay
Leccinum scabrum,Brown Birch Bolete,Chernobyl Exclusion Zone,Zone 4,65.55,63.02,True,Edible,0.098325,Normal,0.008,16.6,2018-10-08 06:10:42,2054-03-27 06:27:35,1,51.69633616495049,27.930219719279986,5.7,Loam
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 1,3936.7,354.22,False,Edible,1.0,Normal,0.046,27.4,2023-02-01 12:01:48,2028-01-26 00:24:56,1,51.322788024622184,29.09315157751446,7.5,Loam
Cortinarius praestans,Radiation Webcap,Chernobyl Village,Zone 4,150.78,318.25,False,Edible,1.0,Normal,0.041,28.6,2023-08-16 02:58:06,2040-10-14 08:07:16,1,51.719475795297285,28.937815399996616,5.0,Loam
Hebeloma crustuliniforme,Poison Pie,"Ivankov, Ukraine",Zone 1,4831.22,532.73,False,Toxic,1.0,Normal,0.069,18.5,2014-02-14 10:48:55,2021-08-01 23:48:59,1,51.00662183364352,28.94514122676847,4.3,Clay
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 1,2150.47,347.11,False,Edible,1.0,Normal,0.045,29.0,2023-08-30 23:23:51,2052-11-06 18:04:05,1,51.00418865970064,27.16626044759452,7.8,Sandy
Hygrophorus russula,Russula Waxcap,"Hilton, Ukraine",Zone 4,109.43,225.43,False,Edible,1.0,Normal,0.029,24.4,2016-04-04 12:34:03,2018-03-25 02:50:51,1,50.835129454940706,27.88746410563502,5.0,Clay
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 4,106.64,380.3,False,Edible,1.0,Normal,0.049,29.5,2007-07-22 04:55:08,2012-10-14 23:20:04,1,51.72585558891156,29.376638337689318,6.3,Sandy
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 1,4686.17,358.32,False,Edible,1.0,Normal,0.047,5.5,2023-07-09 23:42:33,2024-03-12 11:47:54,1,51.92217546383736,28.909744954585445,7.2,Loam
Pholiota squarrosa,Shaggy Scalycap,"Budaörs, Hungary",Zone 2,1460.93,207.58,False,Edible,1.0,Normal,0.027,1.1,2023-05-10 11:12:56,2042-10-16 08:11:44,1,50.75013345788222,29.882982692178498,5.9,Clay
Boletus luteus,Slippery Jack,"Veprin, Russia",Zone 1,3014.07,18463.64,False,Edible,1.0,Normal,2.4,19.2,2023-08-28 21:13:27,2042-08-23 06:06:20,1,50.44247475150311,28.2786360302959,6.8,Loam
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 1,2813.03,405.72,False,Edible,1.0,Normal,0.053,23.8,2023-09-18 13:07:20,2041-04-04 15:57:02,1,51.502583027215486,27.24536234104975,5.7,Clay
Amanita muscaria,Fly Agaric,Various,Zone 4,87.86,1202.22,True,Toxic,0.13179,Normal,0.156,18.0,2009-07-20 09:16:24,2054-08-24 08:00:23,1,50.918520103296466,29.92226013207727,6.6,Clay
Coprinopsis atramentaria,Inky Cap,"Bingen-am-Rhein, Germany",Zone 1,1663.75,327.2,False,Edible,1.0,Normal,0.043,4.9,2019-12-30 16:12:38,2048-07-08 18:33:38,1,51.89582490857567,29.559287190257756,6.6,Clay
Coprinellus micaceus,Mica Cap,"Vesniane, Ukraine",Zone 2,578.04,441.03,False,Edible,1.0,Normal,0.057,19.4,2022-04-19 06:48:55,2042-07-10 21:45:31,1,50.83758518647698,28.236553446341635,7.8,Loam
Leccinum aurantiacum,Red-Capped Scaber Stalk,"Lugine, Ukraine",Zone 2,1344.52,44.59,False,Edible,1.0,Normal,0.006,8.0,2016-02-02 13:11:10,2018-08-29 19:21:35,1,51.04211395366889,29.38044105532757,6.9,Sandy
Marasmius oreades,Fairy Ring Champignon,"Voronkov, Ukraine",Zone 4,155.52,389.92,False,Edible,1.0,Normal,0.051,23.8,2014-02-13 00:31:27,2038-06-01 04:32:02,1,50.44929906662564,29.74258927764715,7.0,Loam
Amanita phalloides,Death Cap,Various,Zone 1,4345.55,361.73,False,Toxic,1.0,Normal,0.047,3.0,2024-11-22 06:37:58,2034-10-15 20:36:42,1,51.48536209146516,27.668102836803982,7.2,Clay
Mycena flavoalba,Yellowleg Bonnet,"Vesniane, Ukraine",Zone 4,68.28,421.53,False,Edible,1.0,Normal,0.055,26.3,2014-09-20 18:17:41,2051-02-02 12:53:56,1,51.32186945343683,29.97765982717772,6.9,Sandy
Boletus russula,Russula,"Veprin, Russia",Zone 4,54.61,9400.83,False,Edible,1.0,Normal,1.222,15.4,2008-09-10 01:20:58,2025-07-11 09:00:37,1,50.6689993718696,27.49547349172472,6.1,Clay
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 2,998.51,20.95,True,Unknown,1.497765,Normal,0.003,3.0,2022-01-08 04:01:49,2049-09-19 23:55:46,1,51.935072545803045,27.800508621268996,4.5,Sandy
Boletus chanteral,Chanterelle,"Veprin, Russia",Zone 4,69.23,2104.97,False,Edible,1.0,Normal,0.274,21.6,2021-11-28 06:53:56,2025-04-25 19:27:30,1,51.49458370111863,29.773551317379848,6.0,Sandy
Amanita phalloides,Death Cap,Various,Zone 2,1421.99,232.3,False,Toxic,1.0,Normal,0.03,7.9,2024-11-29 20:50:37,2045-04-10 03:19:04,1,50.8144755399242,27.847452785700376,5.8,Loam
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 1,3534.32,2.8,True,Unknown,5.30148,Normal,0.0,17.3,2006-10-12 19:11:36,2010-04-24 21:07:55,1,51.46659992017408,27.41113049358871,7.8,Clay
Amanita muscaria,Fly Agaric,Various,Zone 4,148.84,1002.66,True,Toxic,0.22326000000000001,Normal,0.13,19.1,2005-07-25 23:18:27,2009-03-16 19:25:48,1,50.34772648469271,28.448526065559992,6.8,Clay
Wangiella dermatitidis,Black Yeast,Worldwide,Zone 2,1240.95,8.49,True,Unknown,1.861425,Normal,0.001,10.4,2024-10-07 01:49:28,2048-06-02 11:42:16,1,51.947960832717655,28.113493641918943,6.8,Clay
Cladosporium sphaerospermum,Radiotrophic Fungus,International Space Station,Zone 4,44.97,3.68,True,Unknown,0.06745499999999999,Normal,0.0,28.6,2005-06-28 05:50:40,2014-09-12 22:45:32,1,50.21307790261956,28.701590308123926,6.7,Loam
Boletus edulis,Porcini,"Korosten, Ukraine",Zone 4,71.18,1356.54,False,Edible,1.0,Normal,0.176,25.0,2002-03-17 00:57:12,2008-03-07 13:53:06,1,50.812159856568854,27.534576228211943,4.4,Clay
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 2,744.31,374.82,False,Edible,1.0,Normal,0.049,16.7,2024-05-20 11:39:08,2024-06-18 06:36:35,1,51.2865868873728,27.320499858038552,4.1,Clay
Boletus russula,Russula,"Veprin, Russia",Zone 2,683.71,11557.2,False,Edible,1.0,Normal,1.502,12.6,2021-08-26 06:19:15,2023-06-29 14:45:18,1,50.77417161553062,28.78366931454767,5.8,Loam
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 1,4903.15,327.29,False,Edible,1.0,Normal,0.043,27.0,2005-06-11 20:29:37,2028-12-17 15:44:58,1,50.43442390427853,27.857354577301052,6.9,Loam
Boletus russula,Russula,"Veprin, Russia",Zone 3,400.85,7109.69,False,Edible,1.0,Normal,0.924,3.5,2024-06-03 18:42:21,2045-05-26 02:35:22,1,51.1815852911753,29.42726502127234,6.2,Sandy
Inocybe geophylla,Earthy Inocybe,"EcoCenter, Ukraine",Zone 1,4995.89,251.49,False,Edible,1.0,Normal,0.033,12.2,2011-05-24 19:52:19,2032-01-11 12:15:26,1,50.09558582689948,29.255720224429005,5.3,Sandy
Lactarius deliciosus,Saffron Milk Cap,"Red Forest, Ukraine",Zone 3,538.5,228.13,False,Edible,1.0,Normal,0.03,28.5,1998-03-05 09:14:57,2013-12-01 11:50:33,1,51.851956709251496,28.114009866230585,8.0,Loam
Melanoleuca melaleuca,Common Cavalier,"Near Chernobyl, Ukraine",Zone 3,501.5,385.27,False,Edible,1.0,Normal,0.05,20.5,2015-10-22 00:40:35,2053-05-30 13:07:09,1,51.67460042026596,28.99592540907668,5.3,Loam
